N=1, N=2, N=10, N=100
2.12393, -0.176157, 1.56152, -0.767481
-4.49461, 1.10547, 1.66411, -0.483324
-1.35245, 1.36789, -0.740436, -0.845104
-0.409716, 1.27773, -0.475816, 1.50024
3.05937, -0.4403, -1.85899, 0.363649
9.27903, 2.12143, -0.15575, -2.37478
-0.637685, -0.0889597, -0.83161, 1.06102
-4.15968, -1.12117, -2.56268, 0.789882
3.96831, 15.0618, 0.443699, -0.320046
0.622682, 0.504054, 0.559625, -0.0746722
0.253485, 0.0418125, 1.84495, -2.14906
-2.13287, -2.03929, -0.485632, -0.1856
-2.86286, 1.26353, 2.52989, 6.75572
-12.2937, 0.7297, 0.315463, -0.205442
1.41777, 1.06591, 0.357858, 0.245186
-4.93234, 2.6109, -0.0273007, -3.20178
-3.65826, -4.24897, -0.788664, -3.42119
0.0702375, 0.761591, -4.28072, -1.60319
-0.0482063, 0.416686, 0.210019, 0.725288
0.318171, 0.377503, -2.37982, 2.64777
4.36159, -0.650469, 0.0378876, -1.20872
-0.385296, 11.0119, 2.22722, -2.9542
-0.726924, 1.76676, -3.43075, 0.0904642
0.199675, 2.46336, -0.441165, 2.00512
-1.40324, 4.06492, -0.651412, 0.909356
0.109363, 0.632122, 5.37709, -3.30503
0.736484, 0.385937, -0.110062, -0.533143
0.0250635, -0.661557, 0.910751, -40.548
-0.249193, -0.987213, -1.00038, 1.18761
-0.890205, 3.81116, -0.700552, 0.639077
-0.324448, 0.323123, -0.745738, 3.02126
0.0118453, 3.64177, 0.519067, 8.1117
0.35173, 0.765387, -1.8384, 27.0273
-1.51238, 0.202799, 2.98191, 2.34729
-0.154117, 0.210936, 1.39209, 2.5513
-0.184511, -1.17762, -3.52851, -4.33222
0.482435, 2.26864, -0.109451, -0.377548
-0.301807, -1.80785, 0.878125, 0.252465
-0.142511, -3.34115, -1.51256, -0.0382944
-25.8127, 2.13465, -2.6864, 1.41683
2.7636, 2.27011, -0.179659, 1.58159
-0.346538, 2.03315, 11.4151, 1.56694
0.11475, 0.945258, -1.29906, -1.62483
-2.40096, -5.02224, -0.614464, -0.237031
7.52762, 6.33447, -2.57055, -1.68061
4.03379, -1.79507, 3.6175, 2.1819
26.1514, -1.42589, 4.22449, 0.472208
-0.414724, 1.55084, -0.129667, 3.13264
-3.26887, 0.134267, 60.1641, -1.22947
1.71945, 2.10624, -2.08632, 1.75693
2.11664, -0.918451, -10.5565, 18.528
-0.970081, 3.72869, -1.86592, -1.40721
-0.999601, -0.450782, -3.09697, -4.04531
-0.29886, 0.220455, 0.167362, 1.87731
2.52352, 50.5141, 0.485358, -1.62569
0.337534, 2.49669, -18.894, 0.437084
-0.281961, 0.984089, 0.086829, 0.681121
-1.99145, 0.314258, 0.221718, 2.00682
2.98884, 111.367, 6.30513, -0.207547
-2.30732, 3.48818, 0.48291, -0.896022
-4.99387, 0.638468, 0.947542, -0.534159
2.45345, 0.244737, 0.39733, -0.318366
1.3559, 0.0620737, -1.41244, -2.95508
-1.4126, 0.651568, -0.0241709, 4.11475
0.185247, 0.0307223, -1.86929, -0.613434
0.556793, 0.395613, -1.84943, -4.98391
-0.144991, -0.0506847, -0.421747, 0.102634
-1.37936, -3.65536, -1.07539, -2.16608
-2.81316, 0.631069, 0.70103, 3.27573
3.20986, 1.75754, 0.715762, -0.130144
0.850762, 1.43801, -0.440128, -0.100037
-1.86869, 14.1578, -1.57765, -0.735239
19.6059, -1.45965, 0.83689, -1.78295
0.513447, 1.16995, 0.370954, 1.45058
0.157679, -1.71515, 12.3178, -1.97413
-0.784593, 0.427546, -36.5417, -0.373593
-1.06123, 2.41958, 0.816842, 1.51955
-1.37312, 0.693142, -3.0648, 87.7227
0.494829, -0.815736, 6.81911, 1.31088
1.02698, 0.212811, -1.03038, 1.15552
-3.19792, -50.754, -0.199153, -1.90367
-0.885302, -6.22767, 21.0872, 1.08885
0.476239, 0.871011, -0.0863657, 2.43857
3.91144, 2.25027, -47.1407, 0.0513564
14.6999, 1.09457, 2.31246, -0.0430447
-0.566867, -1.19668, 1.78319, 1.68675
-0.145962, -13.102, 0.559617, 0.564611
1.8507, -0.363525, 1.93402, -0.0461637
-5.10426, 4.40713, -59.1774, -3.38234
0.135725, 0.426207, 2.07482, 3.43028
0.159416, -0.597412, -0.519301, 0.572485
0.757557, 2.99729, -1.13875, -10.9692
17.6866, 36.1429, -0.384137, 4.5844
-1.92326, -3.05634, -0.472306, 0.543506
4.72387, 1.91225, -1.64337, 8.35482
1.78038, 3.47149, -0.62421, -0.703325
-0.0814343, -3.78971, 6.40826, -0.16032
0.838525, -8.23468, -3.30954, -0.247231
-0.223742, -2.00007, 0.718209, -0.513922
-0.90684, 0.885034, -1.09012, 0.733068
-0.0661671, 0.262685, -1.68272, 1.01185
0.877948, -0.536256, -1.61011, -0.564209
-0.478121, 1.77338, 2.86637, 0.183204
0.66924, 1.29619, 0.809861, -0.767364
-1.29656, -0.784813, -1.25346, 16.418
0.0921122, 0.382447, 0.49426, 1.97081
3.29915, -0.807261, 0.34225, -1.34068
0.314609, -0.892069, 0.497449, -1.43889
0.267017, -0.482861, -1.29951, 2.5194
-0.0509208, -2.2204, 0.206253, -0.723011
0.416794, 2.82361, 2.86837, 0.160171
-0.650067, -1.62262, 1.36927, -0.698859
-3.38056, 0.817734, -0.345659, -1.2548
0.160334, 1.42897, 1.38435, 4.99084
-2.62223, 0.85863, 3.64998, -28.5469
-1.485, 2.15915, -1.07805, -2.86988
0.63463, -2.50358, 0.146729, 0.334468
-1.5867, 20.1111, 1.12446, -0.401373
-1.8578, 8.2843, -2.64991, -7.83742
-2.77539, -1.72181, 0.0552708, 1.97448
0.611914, -0.691654, 1.04988, 1.3632
-1.78703, -1.6388, -0.532055, 0.0714347
1.22242, -2.46583, -0.492486, 1.70339
-0.105846, -0.154793, -0.622624, 7.20431
0.355246, 0.259709, -5.12996, 1.03681
-1.30761, 0.185526, 1.65968, 0.287032
1.60713, -1.06569, 0.447727, 1.11649
-4.26074, -0.835419, 1.08589, 0.977823
-0.415566, 18.4287, -0.103166, 0.605571
8.08866, 0.282199, 0.935432, -2.0449
0.682371, 5.28677, 22.9036, -1.74381
-0.189367, -0.111061, -2.79951, -0.606658
-1.12011, -0.0953816, 0.746356, -0.164016
0.258933, -10.5307, -2.83624, 0.0892345
-5.41976, -0.141037, -0.920339, -0.444883
-1.13753, 0.661606, 0.0962952, 0.550215
-0.0699133, 0.1565, 5.30163, 1.68233
0.654245, 2.33062, 8.36041, 0.174742
12.3367, -1.64068, -3.26394, 0.0631125
0.296275, -1.03479, 1.23183, -3.31451
-1.69481, -0.555969, 0.985681, -0.19616
0.0836927, -1.54132, 16.8142, 0.748454
-20.105, 0.415076, -0.454232, 1.36199
1.04302, 7.81088, 0.170766, -0.292988
-2.35448, -0.279545, 0.860677, -1.03838
-4.42948, -4.41146, -0.504672, 6.28415
-0.178558, -0.558785, -2.97714, 2.23774
-1.66437, 0.141645, 0.889474, 21.1974
6.90607, 10.6314, 0.120459, 1.04765
0.134075, 6.10878, 0.0319576, -0.563424
-2.74768, 0.19909, 0.0299969, -0.555621
-1.38941, -0.716346, -2.63338, -0.0108191
-0.786091, 0.324378, -2.63536, -0.133305
19.1744, -0.88132, -0.646729, 0.977886
2.79725, -3.35207, -1.6075, 0.785951
-1.90064, -3.50652, 0.276896, -0.113254
0.614608, -1.65021, 6.79052, 2.67263
-3.63353, 1.26713, -0.222588, 0.684814
0.439638, -6.46784, -0.0772846, 7.99458
2.2917, 0.619572, 0.183196, -0.0923365
2.73358, -0.250326, -1.15061, -0.33478
-0.0777311, -2.13496, 0.768932, 3.99904
0.95545, -0.296822, 0.549866, 0.896725
-4.71848, -0.0521025, -0.67132, -5.23512
-0.760103, 0.669952, -1.27945, 0.453153
3.23276, -0.585853, 0.688776, 0.664082
-1.20875, 0.594106, 0.797019, 4.55926
-0.7696, -0.869884, 0.742323, -0.556494
2.75246, -2.18322, 0.563598, 1.40895
-1.21417, 1.17396, 0.679227, -0.379859
0.986351, 0.718756, 0.177635, -0.801858
2.96938, -3.31826, -0.395799, -64.4616
-1.16255, -0.341311, 0.245867, -0.0483067
-1.06647, 1.50492, -0.894857, 1.53722
10.9967, -18.9946, 0.932931, -0.341979
-1.68729, -7.41545, 4.56619, 2.05645
1.58366, -6.84381, -0.731806, -0.413451
5.9267, -3.96082, 1.4591, 0.0369747
-0.121366, 1.21558, 1.01999, -0.187195
-2.72229, -0.19356, 1.21584, 0.452479
0.207048, -0.710683, 0.175365, 7.65587
1.34959, 0.802437, -1.02952, -2.80827
0.533407, -0.10051, 0.0425879, -1.45497
58.198, -0.395312, 0.235286, -1.25333
0.0459874, -2.1112, -1.44283, -0.390021
-1.65233, -14.7569, -0.347059, 0.187634
-1.17731, -3.17689, 0.754516, 2.53097
0.594639, -0.811336, 0.801651, 0.462773
-0.681275, -0.138752, 1.33042, -77.9167
0.0356621, 0.527834, -0.577954, 0.822403
-2.19163, 1.9235, 0.879169, -1.58959
2.8437, -0.502782, -3.95277, 1.26233
-1.46339, -4.95668, -0.473494, 2.58776
0.230509, -2.11073, -2.04504, -1.06911
-8.47748, -0.517912, -0.297528, 0.403376
0.475364, 3.28437, -56.6357, -1.7085
-0.333523, 0.964063, -0.591317, -5.49651
0.573735, 1.00529, 0.17062, 1.16215
-0.231636, 4.92942, 2.1016, -1.88176
1.87915, 0.934489, -0.41127, 10.5728
1.88722, 6.76778, -0.217927, 2.71953
2.42431, 0.0455337, -4.57791, -2.85491
-0.773904, -2.38897, 2.73182, 0.304553
0.958262, 1.55532, -0.275624, -0.406585
9.38065, 1.86401, 0.00629826, 1.93317
3.70156, -0.705949, 3.05893, -1.82224
-5.67341, -1.38623, 3.52544, -2.7678
1.04108, 2.68183, 0.717973, 0.73635
7.63852, 2.57502, -1.08608, -2.28341
-2.22352, 1.26829, -1.43111, 0.803936
0.436798, 9.30572, -0.679634, -0.231053
0.974575, 3.54626, 6.82132, -1.17461
-0.806656, -1.1209, -3.30535, -0.1646
-1.4149, -0.798786, 0.136687, 0.536346
-0.47873, -2.2841, -35.3006, -1.36368
-1.01722, 1.50462, -246.481, 0.573201
6.99402, -2.59667, -3.00359, 1.14315
0.211673, 0.0370093, 0.955486, 61.562
-0.177495, 1.53838, -15.283, 0.0612919
-1.16268, 1.05455, 17.7154, 0.625312
-3.63831, 5.57238, 1.18941, -0.558961
-0.54795, -53.9984, -2.47902, 5.32223
-1.35736, 0.339339, -1.15193, 7.53068
-0.799306, -3.21213, -2.05277, 1.19959
0.0884323, -3.99306, -0.0893476, -1.30456
-7.3718, 0.510276, -1.53164, -0.310089
-0.439638, 1.38108, -0.0261117, 2.54892
0.678418, 3.80524, -0.218672, -0.414187
0.565151, 0.262212, 0.43271, -38.7726
0.196896, -2.72633, -1.73809, 0.965817
-1.20086, 0.431279, -2.85305, -1.07474
-10.0122, 1.26391, 0.808669, 0.348183
-260.479, 0.546433, -0.206551, 2.65644
0.143515, 0.164947, -0.415084, 0.6738
-4.10961, 1.6751, 0.185227, 0.751226
0.000839755, -0.164002, -1.67633, -0.111169
501.706, -1.27351, -0.823556, -2.57907
0.505155, -0.52683, -0.654725, 30.4282
-2.77005, 1.09619, -1.73573, 1.37231
-0.312525, -1.13375, 0.10231, 4.73722
-1.42765, -0.925272, -0.508345, -0.179975
0.373459, 1.09618, 2.18923, -2.65653
-2.18665, 0.467964, 1.04426, -0.129335
-0.210042, -0.280487, -0.697834, 0.158281
-0.176276, -2.36517, -1.81832, -0.941854
4.91146, -0.495576, 1.2342, 1.1756
1.27855, -1.87421, 14.2971, -4.23057
10.2694, -0.650358, 0.312893, 1.61341
5.16812, 0.00472418, -0.0416722, 1.07029
8.34517, 0.267527, 3.48393, 0.789877
-1.43636, -0.145512, 0.565078, 0.677422
151.055, 0.852341, -1.42189, -0.737526
-8.68547, 8.03298, -2.60704, 0.0184796
0.722589, -0.204859, -0.515676, 2.31891
-0.772695, 1.18523, 1.55255, -0.64166
1.53228, 0.932141, -0.403749, 0.772184
-0.605999, -0.732852, -3.87392, -1.10247
-30.203, -1.5885, 0.177205, 4.15609
3.80198, -1.97103, -1.52212, -0.020147
2.89747, 1.46656, 0.370384, -0.988262
-0.402796, -138.442, 0.726181, 0.2253
0.644223, -2.23591, -0.826299, 1.22882
-2.13899, -4.94137, -0.222355, -9.02576
-35.5643, -0.0719687, -0.409651, 0.570068
-5.6784, -1.32896, -0.575807, 0.836869
-2.92505, 0.162884, 0.24069, 26.6274
-1.13724, -0.722224, 1.51085, 0.868898
-1.27431, -0.0585138, -0.945324, -36.5721
-1.38366, 0.760454, 0.688031, -0.489056
6.02004, 11.236, -0.0170716, 8.11158
0.491412, -2.53499, -0.347716, -1.25749
-1.83898, -0.182071, -23.1428, -2.12261
1.62071, -0.803122, -0.193469, -2.15014
0.489894, 0.170836, -0.315241, -2.04629
-2.30196, -0.0263977, -0.63316, -0.179555
-7.29769, 0.188711, -0.49089, 0.686919
-1.31771, -117.278, 0.462069, -0.510985
-1.7377, 0.389733, -2.08132, 2.66192
-3.90644, 0.647685, -0.723411, -4.84124
-0.0998223, 1.23177, 0.937267, 1.76642
0.358632, 0.931553, 3.38749, 0.951556
-1.05477, -0.753648, 5.69513, -0.524158
-1.80668, -1.21728, -0.645963, 0.735956
-0.733307, 23.9387, -1.38402, -2.1076
0.434578, 2.79044, -1.39947, 1.97498
1.60514, 0.310462, 0.674991, -1.87443
23.0018, -1.64503, -0.448831, -0.17622
-0.279937, -0.185552, 0.598323, -0.0811566
2.74201, 15.574, -7.91429, -0.898495
-0.527895, -2.03057, 2.32072, -0.144186
7.00219, -6.11468, -0.195889, 0.295892
-0.0571821, 0.686663, 2.49974, 12.9379
32.7685, -20.7722, -8.88588, -0.270073
0.370979, 0.78163, 6.90346, 0.778013
-9.1971, 0.00938495, 0.0289822, 0.131899
3.85658, 1.25755, 0.0782478, 0.0995921
-0.432853, -0.221458, -0.713034, -6.87432
0.210065, -4.8193, -3.02799, -0.243644
0.571929, 0.443016, -0.939649, -0.488955
-2.07447, -1.64066, 5.50091, -1.80978
-9.67142, 1.70511, -4.74813, -50.4605
0.148562, -2.60041, -2.8941, -1.58198
1.02894, 0.444495, 1.9414, 0.319832
0.248831, -0.0998635, 1.61417, -1.74858
0.504128, 0.232793, 2.15328, -0.026175
-3.21815, -5.40421, 0.288719, -0.570126
-2.34869, 0.326497, 0.0141563, 0.873919
0.284518, 0.615729, -0.29662, 0.575377
0.104425, -0.817447, 0.319749, -0.515737
5.13501, 1.23311, -0.296299, 0.261992
-1.0087, 0.831431, -2.05376, -0.186546
-20.7306, 0.413741, 1.67118, -1.4211
-0.568303, 0.930161, -5.23419, -0.262243
-0.696532, 2.25563, 2.72398, -7.87639
0.133593, 4.18345, 0.691413, -0.0224008
-0.998982, -4.14086, 0.8809, 5.19233
0.743491, -2.73861, -2.08018, -1.40409
0.281446, -0.948434, 0.0910462, -0.154236
0.152453, 13.337, 0.844991, -1.41118
-3.6641, 1.39359, 0.00389788, 1.49275
0.609552, -1.48054, -1.01636, -0.150034
0.518579, -0.661059, -0.635911, 0.188834
-1.64455, 1.33467, -41.2852, -1.02962
2.31157, 0.0652744, -1.86388, -1.12559
-0.636728, 0.000884795, 0.2378, 1.98392
27.049, 1.14608, 3.01812, 20.3645
0.556298, -3.76332, 0.913615, 0.357353
-629.736, 0.984705, 0.93392, -2.97119
-0.220022, 0.996988, -0.13283, -1.12766
0.157532, -1.43856, 1.07496, -3.73613
-2.44202, -0.761722, -1.90297, -0.453825
-0.575347, -3.4662, 0.0904367, -0.687615
-0.505183, 0.853176, -4.10997, 3.99426
-0.281528, -0.136569, -0.0402519, -0.60924
0.169099, -1.87237, -0.687962, -0.147382
8.16036, -1.71973, -5.10058, 1.03246
4.18213, -2.61016, -1.58477, -0.0195705
1.79568, -4.27768, 10.4059, 0.525834
0.159553, 1.51132, -4.12303, -27.7196
0.434917, -1.07625, -0.529948, 0.939081
2.43523, -1.85675, 0.944558, 0.116072
-2.83195, -0.673886, 0.730801, 15.7121
-0.728516, -8.42578, 2.68489, -0.2103
-2.10265, -2.13306, -0.369525, 0.955374
-0.107389, -2.10529, -5.75766, -0.957682
1.77127, 1.84174, 0.102674, 0.0980557
3.17808, -3.6228, -1.52169, 1.32861
9.49436, -1.19029, 4.56803, -0.368713
-0.485961, -0.700248, 0.437031, -1.50849
0.933077, 0.30986, 25.4284, 0.409394
-0.0448516, 3.58925, 0.0967428, -1.14046
-1.2194, -0.929805, 2.39067, -2.36409
-1.71415, -1.76946, -1.04664, 0.423354
1.66002, -0.149423, -0.487547, -0.995047
0.684075, -0.612226, -0.418818, -0.87811
0.223372, -0.924645, 0.953254, -1.74445
11.3375, -0.16647, -0.204266, 0.186847
-0.0501379, -0.570069, 1.4759, -0.785116
0.125642, 1.41734, -1.42833, -0.458206
1.63947, -0.671948, -4.63848, 1.34857
-2.04921, -0.0888067, 1.46816, -0.43192
-3.88593, -0.381697, 4.8777, -0.430912
-2.8735, 1.1528, 0.784532, 0.19407
-1.81183, -0.250247, 2.17108, 0.650199
0.471374, 0.109077, 0.307482, -0.261092
5.42572, -1.75258, -0.33681, 65.5251
-2.10808, -0.64106, -10.6103, -2.51083
-0.0925378, -2.13857, 8.17981, -0.342663
-0.318225, 0.0179285, -0.00368272, -0.186413
-1.24656, 7.15856, -2.84315, -0.443579
-0.27462, -1.82353, 0.34632, -3.38105
-0.201741, -5.10327, 0.792073, 0.267788
0.238195, -1.51769, -1.48111, -0.602341
-1.65079, -20.8553, 4.63053, 0.750878
-3.15986, 0.837942, 0.112774, -3.91829
0.222762, -1.03685, 0.4598, -2.20281
-0.263497, 1.06744, -0.975642, -3.28707
2.28181, 2.34231, 1.11159, -3.70238
-0.20069, 1.74991, -0.385762, 0.28857
-1.03632, 2.56537, 0.869412, 3.77044
1.46799, -2.34312, 0.225392, 0.76641
1.53281, 0.180744, 0.0313824, 2.81542
-1.86884, 1.03291, -0.308327, 0.423681
-0.907458, -1.09652, -0.0186121, 5.69148
-0.57665, -2.12251, 5.13451, -0.480059
-1.51362, 0.495446, -4.13357, -0.681645
0.644528, 5.93912, -13.8098, 0.247602
-0.520151, -0.530361, -15.729, -0.825177
10.2539, -6.22448, 0.441408, -1.5915
-0.935805, 0.204065, 0.802236, -0.109503
-3.51241, 1.089, -0.0500282, 1.02001
0.615382, -2.04813, -1.83265, -5.47367
9.48579, 0.0192356, 1.02869, 1.86382
0.714082, 0.590305, 0.277523, 0.181431
0.782613, -0.534128, 1.50159, 0.37038
3.24731, -5.17015, -0.31305, -3.2733
0.901878, -3.19427, 0.542009, 3.00377
-0.47168, 5.4954, 0.616108, 0.473478
-3.6274, 1.85492, -0.046582, 33.1485
-2.34307, 1.03788, -0.884584, 2.77066
-0.194536, -2.29642, 0.432965, 1.01485
0.252495, 1.53021, -1.25142, -0.364284
-1.63148, 26.0384, 5.09836, -0.286766
2.8335, -2.88982, -0.284788, -6.14207
8.71034, 1.15721, 0.340031, -2.24548
-4.63653, -0.275615, -9.00572, 3.19151
-20.8351, 0.471353, 0.640716, 69.7485
1.21686, 0.314695, 0.51826, -0.988097
-3.05337, -2.94732, -2.21838, 2.43226
-1.41957, 0.631462, -0.23157, 1.24023
0.413881, -0.276285, -0.489004, 0.203797
1.06733, -0.0883106, -0.36373, -2.25858
-1.17176, -1.15576, -1.25479, 0.28811
1.11957, -0.0942825, -2.2901, -0.722376
-0.367725, 4.72213, 2.02988, -1.91841
1.42835, -1.26145, 0.61235, -1.33215
0.515376, 1.96183, -0.483261, 0.078723
-1.8314, 0.233097, 0.4329, 0.353283
0.605359, -0.40522, -1.56703, -1.62857
0.476194, -0.762067, 1.30511, -1.69071
0.278202, -6.35792, 0.266542, -4.49003
1.92582, 1.53538, -3.10379, -0.503219
-8.9615, 1.14138, 0.387372, -0.873938
-7.03037, -1.38191, 1.26082, 12.0423
2.33292, 1.23154, -0.320097, 0.639691
2.83042, 0.921752, -0.914274, 8.8514
-0.459122, 0.593821, 0.967059, 4.20633
-0.585699, 0.911798, 0.306636, -3.42305
21.5302, -1.13152, -0.775095, -0.310149
-0.682792, 0.878855, -3.64579, -2.72831
-0.214497, 0.194939, 3.68929, -0.349644
0.730103, -0.186618, 0.476997, -0.0812698
-1.2402, 1.35115, -0.148746, 16.3336
2.99849, 2.18588, 3.0045, 0.214747
0.774745, 1.31618, -0.00108168, 2.63935
-1.63768, 1.01701, -0.286338, -0.839526
-1.43092, -0.62936, -0.695501, 0.607562
2.80656, -0.793862, 0.173928, -0.0954141
-0.493826, -0.910909, 0.729596, 0.419928
-1.2942, 3.33134, -3.29135, 0.642487
0.614815, 0.877638, -1.13655, -0.0858394
0.271792, -0.592874, -10.2443, 1.13892
-0.772484, 0.0757618, -0.615667, 0.219048
1.19601, 0.299445, 8.91544, 0.493107
-0.0641788, 2.73799, 0.361233, 1.24811
-0.884615, -0.269185, -6.11777, 2.10629
-2.45167, 0.277953, 0.667749, -0.0988373
173.815, -0.248438, -2.37226, 0.59589
0.976068, 1.46996, 0.91205, -3.60271
0.201231, -0.43474, 1.09058, -0.881519
-0.0744284, -0.257929, -0.00364548, 1.53799
-1.05207, 1.12098, 0.686386, -0.314851
-0.310885, -1.53588, -1.18116, 0.459083
-0.0750881, -1.23668, 187.357, 1.49559
-3.05274, 10.0848, 0.852014, 11.4012
-0.82287, -0.232744, 2.12569, -0.14204
-1.9232, 2.59539, -0.118394, -0.731816
2.10621, 2.39995, 10.449, 1.31524
-0.17543, 0.449126, 5.18856, -0.615852
-0.871856, -0.528816, 1.97435, -0.551274
3.2043, 54.0662, -1.9978, -0.533949
0.46882, -0.192652, -0.53291, -0.123628
-1.08291, -0.471837, 2.13626, 0.320227
-0.116058, -0.25222, -1.45263, 0.063331
-12.051, 3.19093, 0.835825, -0.462105
-0.206352, -0.0134523, 0.0626082, -0.565732
-0.131172, 0.212783, -0.151516, -0.354392
-1.52574, 0.330528, 0.530603, -0.772766
1.08371, -2.95735, 0.320283, -1.36588
0.291962, 3.53862, 1.34064, -4.18689
0.11913, -0.0260123, 0.39557, 0.413212
-4.2755, 1.36608, -4.71888, 0.15883
0.515715, -0.938349, -1.57084, 1.56661
1.55396, 0.566702, -1.98768, -10.7443
-5.62656, -44.0782, -0.0652755, -0.589071
-0.461926, 0.0447371, 2.99441, -2.00467
3.39169, -0.351758, 3.14032, -1.80627
0.879122, 1.66194, 0.706742, -2.99055
-3.43282, 0.633505, -0.570119, 34.2244
-0.280378, -1.69704, -0.696937, 0.973016
0.310943, -0.341271, -0.453106, -5.69637
-0.200275, 2.14484, 0.432824, -0.930692
1.17996, 3.06995, 0.989238, 12.0684
-1.18563, -1.03612, 0.528879, -1.08099
0.216011, 0.803256, 0.384781, 0.592057
2.04933, 1.23242, -1.08988, 0.516096
6.51383, -1.03605, 5.40513, 1.30363
-0.493739, 4.06918, 0.35693, 0.0450643
-4.80558, -0.869109, 1.27928, 3.25176
0.233234, 1.37864, 0.63175, 0.421028
1.65761, -0.236445, 1.24365, -9.64189
-1.22211, -4.52843, -5.32031, -0.585387
-1.01718, -6.32119, -2.8435, -0.620687
-0.372995, -0.232774, -1.7104, -0.399365
0.393583, 3.23982, -0.752563, -2.9743
1.94969, 0.137119, -3.75495, -0.951545
0.529566, 8.59121, -11.5177, 0.0584673
-0.00395267, -0.0179663, -1.81489, -0.0301733
0.758182, 0.446409, -0.821519, -0.0563657
0.90602, 0.646168, 1.17636, 0.318273
1.02442, 1.17584, 1.89456, 0.0398586
0.268363, 1.08753, 6.66508, 0.714908
-3.85346, -2.32595, 0.732477, 1.37108
1.78337, 0.332201, -1.15782, -0.410023
-0.641118, 2.46425, 1.48135, 1.06344
0.165627, 0.483436, -0.056191, 0.420539
-1.43052, 1.28962, 0.87033, -1.71324
-3.13904, 2.88856, -1.12211, -1.61714
-67.3928, -2.2765, -1.41264, -0.00604736
79.8565, -6.76763, -1.06103, -0.287846
-0.0229793, 0.299504, 0.439349, -0.153192
-1.03013, -3.79227, 0.199958, -1.1277
-0.587684, -13.7258, 1.22311, 0.314107
-0.155023, -0.177373, 1.16138, 0.0661578
-0.454314, 0.600526, 0.990792, 0.0595257
-2.19305, -45.549, 1.46906, -0.901299
-0.936535, 6.49486, 0.0133819, -0.0491539
-0.342558, -1.44481, 1.10661, 1.89855
-0.219221, 0.11634, -2.88536, 1.87785
1.08794, 0.449753, -0.011016, 0.036014
-0.737012, -1.18635, 1.5944, 0.989761
-1.54523, 0.660927, -42.8171, 0.902155
-0.745494, 1.67736, -37.5091, -0.914596
4.09997, 8.23261, -9.10104, 0.413732
0.256161, 17.4185, 0.681729, 0.599065
6.31727, -1.45851, 0.445948, -2.62291
-0.539063, -0.692344, 40.622, 1.04849
16.4991, -2.03614, -0.457056, -0.10643
1.88094, 6.72344, 0.410845, 27.8353
-0.955917, 1.16402, 0.66832, -0.00168582
-16.9965, 0.320202, -2.54713, -0.0669745
-0.0232088, 0.417407, 1.39719, -0.0171773
1.30387, 1.68857, 12.1725, -5.56841
-0.597369, 0.973884, -1.39721, -0.679198
-0.59623, 0.276014, -0.0647347, -1.04723
-0.681729, -0.768756, 2.38086, -15.871
0.0435505, 0.884602, -4.16148, -0.433073
157.925, -1.32093, 0.0158546, 0.816644
2.56412, -21.6713, 0.196334, -0.0258981
-0.619081, 1.73281, -0.889464, 0.552525
-3.94892, 4.23384, 0.607509, -0.11643
1.03415, -0.576895, 1.22666, -15.0956
0.863759, -0.361878, -0.114416, 1.0436
3.58207, -1.02485, -0.927339, 1.23716
0.379609, 15.7283, 0.0984377, 0.308119
2.66751, 7.12752, -0.24976, -0.698145
-15.0237, 4.2505, -12.4912, 0.42589
-0.126358, -1.35005, 2.41713, 0.158278
-0.375504, 0.124078, -1.35866, 0.35357
2.33981, 25.2098, 1.47275, 0.217274
-4.96849, -5.00913, 1.84308, 1.81312
0.233282, -1.65336, -1.16662, -2.20832
-0.804802, -6.37184, -2.44868, -0.565538
0.864794, 0.77652, -10.8384, 0.29598
2.47794, -1.02184, -0.258128, 1.26941
-30.4717, 2.12735, -1.12697, 0.00889569
-0.787356, 0.244609, 0.00109158, 1.36301
-0.101917, 1.12708, 1.26072, -0.611099
3.7576, -0.691744, 17.8552, -2.2042
-3.7431, 5.15273, 0.441832, -0.447709
1.89621, 0.947832, 0.42159, -1.21265
0.435899, 2.79535, 0.174149, -1.18643
1.5895, -0.581574, 0.766908, 8.4559
0.6806, -1.66162, 0.0236988, -0.288894
0.747688, -1.02791, -0.83738, -4.00431
1.82007, 0.569676, 1.20989, 0.897257
11.8939, 14.4641, -1.04542, 2.61498
-0.439355, 13.6387, 0.474715, 5.29735
0.863979, -0.420278, 1.96257, -2.20095
-0.254224, 2.06432, -6.49762, 0.145251
1.93304, -1.76552, -0.225048, 0.611415
2.20713, 0.319372, 0.260921, -2.23611
2.62454, 0.601359, -2.6326, -0.129979
0.424807, -2.0789, -0.441216, 1.1927
-2.53017, -0.959507, -0.901783, 15.5424
-8.12824, -2.33464, 1.3597, 0.276048
0.388859, -1.3396, 0.522805, -1.19578
-1.55576, -0.510462, 0.825273, 2.47058
-6.59149, 0.550288, 11.0765, 0.585043
-0.687691, 0.169728, -1.91428, 0.0538731
-0.122699, 20.5999, 0.476817, 2.87419
0.133454, 1.89753, 10.8689, -1.09659
1.64221, -0.237795, -6.34393, 0.463567
0.262083, 0.0542573, 3.17854, -1.08844
-0.505662, 0.756306, 0.814181, -0.325932
-1.70472, -0.452437, -4.94081, 5.86007
-4.85945, 31.1883, -0.756641, 0.241193
0.27463, -2.11719, -2.70986, -2.41343
-5.46092, -0.38933, -1.63343, 1.06353
-0.392065, -0.917135, -2.65372, 3.31875
