N=1, N=2, N=10, N=100
0.471823, 2.20667, 1.5902, 0.960589
0.276763, 0.444335, 0.673481, 1.04858
0.649737, 0.725165, 0.906959, 0.85049
0.0748886, 0.289114, 0.720634, 1.07486
0.0841903, 1.13023, 1.41347, 0.952412
0.196962, 1.26931, 1.28965, 1.11188
0.603729, 2.2931, 1.0812, 0.939776
1.24664, 0.993499, 1.6497, 1.08908
3.74313, 0.654087, 0.78441, 1.13912
1.98221, 0.451431, 1.24106, 1.00069
0.66301, 0.310877, 1.42454, 0.867994
0.827184, 0.567849, 0.946475, 1.17053
1.17707, 1.36259, 0.671381, 1.23407
0.33329, 1.63092, 0.844915, 1.0777
1.01303, 0.639388, 1.33117, 1.0736
0.51848, 1.72638, 1.51042, 0.938174
1.0642, 0.499047, 1.38017, 1.01297
4.01191, 2.34499, 1.36237, 1.07808
1.56939, 1.26987, 0.936745, 1.06201
0.517522, 1.29365, 0.991254, 1.06531
1.2324, 0.168181, 1.2517, 0.805795
0.0623963, 2.08395, 1.0511, 0.900748
1.62255, 1.6112, 1.17584, 0.994221
1.1479, 0.769449, 0.956867, 0.798777
1.52888, 1.97147, 1.2532, 1.0625
0.0935374, 0.57214, 1.27194, 1.04173
0.575347, 0.825313, 1.61332, 0.83771
1.52513, 0.818476, 1.182, 0.900661
0.144811, 3.00132, 1.32046, 1.14242
1.02791, 0.924807, 1.56655, 0.844609
0.747884, 0.640638, 0.787843, 1.04076
2.55621, 0.100505, 1.48659, 0.888903
0.453105, 1.31279, 0.957438, 1.00192
2.77835, 2.14727, 0.444629, 1.06025
0.642257, 1.28331, 1.02429, 1.10767
0.105494, 0.51468, 0.718172, 0.94407
3.52288, 0.381034, 0.404363, 0.907211
0.241357, 0.442935, 1.39655, 1.22602
0.277543, 1.08961, 0.742325, 0.922344
0.000751467, 0.833417, 1.12509, 0.974093
1.05869, 0.342611, 1.44385, 1.10844
0.500713, 0.911625, 0.489264, 1.11059
1.4615, 2.04078, 1.25187, 1.101
3.29497, 0.355875, 0.718494, 1.06182
0.51667, 0.15019, 0.457945, 1.00472
0.730001, 0.622695, 0.991778, 1.04089
1.13102, 1.45346, 0.628547, 1.01533
0.163743, 0.24669, 1.09921, 0.910174
1.07591, 0.250325, 1.06523, 1.01598
0.0231133, 0.564363, 0.760728, 1.0496
0.382842, 1.72748, 0.958377, 0.837676
0.0217955, 1.73921, 0.636218, 1.08352
1.54917, 0.0359661, 0.683326, 0.921943
1.2085, 2.56926, 1.09969, 0.959957
0.0881622, 1.58164, 0.615236, 0.928448
0.235953, 0.964415, 0.935703, 1.31465
2.72935, 0.990117, 1.2734, 0.823681
0.172202, 0.266539, 1.0301, 1.03399
0.479648, 0.245775, 0.615368, 0.986665
0.403994, 2.64428, 0.87662, 1.13034
0.0637918, 0.481299, 1.31526, 1.10996
0.76435, 0.346968, 0.871296, 1.06486
0.527057, 0.537704, 0.597809, 0.925666
1.44202, 0.950027, 0.912465, 1.02282
1.61528, 1.64404, 0.598827, 0.829938
0.82747, 1.29641, 0.890438, 0.864077
0.301378, 1.53563, 0.960917, 0.991654
0.334086, 2.0221, 0.77542, 1.08313
1.35772, 0.812825, 1.23017, 0.940912
1.47651, 0.937287, 0.55773, 1.07555
0.0574606, 1.5548, 1.05629, 0.994913
0.260128, 0.21231, 1.60617, 1.03945
1.90682, 0.395667, 1.0069, 1.05117
0.635481, 0.353533, 1.31655, 0.99401
0.874627, 0.959087, 0.812573, 0.945869
0.401103, 0.240031, 1.01063, 0.953835
0.0275956, 1.84553, 1.13269, 0.855669
0.755035, 0.761168, 0.996641, 0.879637
1.94235, 1.12724, 2.18137, 0.97979
0.31726, 0.535192, 0.628699, 1.15332
0.226157, 1.94135, 0.888709, 0.98849
1.5294, 0.2752, 0.94419, 0.993379
0.394023, 0.534789, 1.37784, 0.949258
1.4939, 1.04464, 0.953244, 0.854626
2.19882, 0.748299, 1.04769, 0.914956
2.96632, 0.303064, 0.863746, 0.982214
0.313204, 1.72015, 0.794534, 1.0695
0.109121, 0.731104, 1.03721, 0.937243
0.747638, 0.962767, 0.385203, 1.03751
0.713969, 1.41219, 1.33908, 0.989086
1.21576, 1.4322, 0.575912, 0.944371
1.12186, 1.49193, 1.24619, 1.18281
0.411504, 0.174556, 1.24062, 0.958131
0.10726, 0.215687, 1.25305, 0.94467
0.96785, 0.583493, 0.833378, 0.788882
0.213779, 1.67429, 1.11553, 0.84574
0.510119, 1.06955, 0.747288, 0.99869
0.145332, 2.16639, 1.18736, 0.986221
0.418539, 2.02628, 1.44348, 1.09571
0.788827, 1.06846, 1.29155, 0.893339
0.252518, 0.660791, 1.26493, 0.993378
0.179545, 1.28953, 0.770197, 0.940525
0.725476, 0.566585, 1.06901, 1.02428
1.21848, 0.997488, 1.2063, 1.07793
2.79036, 0.472496, 0.823026, 0.931919
0.78664, 0.632354, 1.01152, 0.860547
2.13713, 1.19426, 1.06895, 0.884483
0.0348148, 1.1881, 1.10569, 0.99851
0.152163, 0.83823, 1.19539, 1.08184
0.16871, 0.598764, 0.774168, 0.946365
0.245867, 0.775361, 1.47069, 1.04711
0.871518, 0.808528, 0.910798, 0.828998
0.0849481, 0.466796, 0.56737, 1.05025
0.468924, 0.660383, 0.949494, 0.956252
0.424487, 0.808442, 0.93525, 1.0441
2.4972, 1.45036, 1.28881, 0.839466
0.0695992, 0.964085, 1.79026, 0.884039
0.270253, 1.60735, 0.766947, 1.1076
2.89108, 1.25468, 1.08265, 1.11193
0.905261, 3.47423, 1.17946, 0.894151
0.191247, 1.8844, 0.826293, 0.842483
0.215275, 0.713841, 0.627096, 1.12892
0.225601, 0.718344, 1.62433, 1.01934
2.52545, 0.983335, 0.762478, 0.91426
0.522827, 0.45931, 0.748844, 0.939053
0.703274, 0.112734, 0.697071, 1.14043
0.983672, 1.18215, 1.57614, 0.912716
2.48711, 2.82346, 1.90811, 0.916718
1.53012, 1.43592, 0.853807, 1.00196
1.64797, 0.750223, 1.42561, 1.038
0.121492, 0.477233, 1.55603, 1.07113
1.12562, 0.0342536, 0.377229, 0.905553
0.107052, 0.862651, 0.795001, 1.01102
0.646721, 1.33796, 1.40261, 0.812495
1.10068, 0.587575, 1.45242, 0.933635
1.59754, 1.67703, 0.823231, 1.24552
1.85496, 0.860356, 0.84616, 1.02637
0.146274, 0.596509, 0.487676, 1.18117
1.90792, 1.04083, 0.969845, 0.911556
2.12802, 0.725068, 1.03522, 0.990844
0.416644, 1.80544, 1.06266, 0.992793
0.0629226, 0.495362, 1.70222, 1.04543
1.27122, 0.730528, 1.3821, 1.00212
1.611, 1.2725, 0.804669, 1.21677
0.458886, 0.492947, 0.826497, 1.04289
0.971311, 1.20194, 0.63955, 1.02387
1.38586, 0.823275, 0.678441, 1.00312
0.194246, 0.313781, 1.04861, 1.00414
0.341713, 0.169187, 0.660741, 0.766725
1.24466, 2.03513, 1.11545, 0.896132
0.448689, 0.890297, 0.70701, 0.966315
1.12533, 0.542227, 0.501924, 0.80473
0.030221, 2.59573, 1.42582, 1.11133
2.45277, 0.987871, 1.21517, 1.00326
0.67473, 2.79852, 1.54642, 1.09399
0.967323, 1.42069, 0.896172, 1.06545
0.00274137, 1.54847, 0.908196, 0.902862
1.02623, 1.93931, 1.54596, 0.994518
2.50613, 0.740464, 0.586017, 0.969864
0.620818, 0.374628, 1.19166, 1.13637
2.37109, 0.172704, 1.36333, 0.895956
1.22166, 1.53061, 0.994321, 1.30919
1.38073, 0.805912, 1.31047, 0.943943
1.35533, 0.304832, 0.664507, 1.08193
0.575702, 1.81196, 0.855839, 0.928005
0.74877, 0.507098, 0.518199, 0.870859
0.530341, 1.56767, 1.07335, 1.03724
1.12792, 1.77437, 1.32153, 0.946285
1.00548, 2.9659, 0.741946, 0.990365
0.003203, 0.552939, 1.52624, 1.0295
0.699562, 4.22697, 0.364628, 0.908143
0.131642, 1.41703, 1.2393, 0.890262
0.129513, 0.894508, 0.865886, 1.10918
3.05407, 0.900554, 1.21183, 0.806745
1.84774, 0.546845, 1.41766, 1.10075
0.778229, 1.08882, 1.06772, 0.87887
0.0860485, 0.334267, 0.936889, 1.01461
2.15817, 0.521397, 0.668355, 1.00313
0.658528, 0.717475, 1.6665, 1.00586
0.195815, 0.686212, 1.25534, 0.998364
1.00323, 1.54174, 1.1406, 0.968283
4.6591, 0.898002, 1.20783, 0.941053
1.05463, 0.584256, 0.964024, 0.997648
0.155101, 0.681277, 1.84249, 0.982574
0.671029, 0.873068, 1.15493, 1.09311
1.67622, 2.87396, 1.0062, 0.937358
0.378994, 0.546264, 1.63635, 0.952644
0.525883, 0.94285, 0.83101, 0.95859
0.892956, 0.531959, 1.69057, 1.04333
1.47255, 1.29396, 0.970994, 0.960154
0.326815, 0.671382, 0.88112, 0.995662
0.117301, 0.434917, 1.45626, 1.1624
1.30631, 0.627806, 0.675251, 0.782675
3.77565, 0.449935, 1.04731, 0.980347
0.740881, 0.353092, 0.504217, 0.902619
1.48702, 0.506531, 1.0422, 1.02301
0.356874, 0.887769, 1.04139, 0.872701
1.12703, 0.487443, 1.12518, 1.1995
0.302414, 3.0655, 1.12154, 1.11981
2.73063, 0.501932, 1.00378, 0.949548
0.107585, 1.22309, 1.70906, 1.07695
1.5045, 0.185234, 0.897003, 0.839186
0.615642, 0.871115, 1.42081, 0.969927
4.89107, 0.850564, 1.9728, 1.0029
1.03402, 1.11115, 1.28896, 0.912693
2.0259, 0.281482, 0.564813, 0.999117
0.313282, 0.702395, 1.39663, 0.963285
0.590432, 0.411802, 0.662208, 1.05784
0.978452, 0.24548, 1.08612, 1.31733
0.887176, 0.403665, 0.493735, 0.926349
1.35044, 0.617833, 1.23791, 1.05233
1.01825, 0.279479, 0.61701, 1.10247
0.12403, 1.19984, 0.540654, 1.06505
0.295697, 0.246937, 0.99385, 0.95909
2.01938, 0.678017, 0.559331, 1.06553
0.0700156, 1.13602, 0.914685, 0.963565
0.515969, 2.05674, 1.21902, 0.976518
0.233439, 0.745362, 1.02259, 0.913583
0.826598, 0.963392, 0.80067, 1.24986
1.12419, 0.194247, 0.690211, 1.02286
0.228177, 0.66249, 1.0617, 1.08895
1.28841, 1.94162, 0.46143, 0.795201
0.961986, 0.386134, 1.06327, 0.914086
0.661442, 0.457433, 0.475572, 1.14795
0.165344, 0.650395, 1.05132, 0.901806
0.0576025, 1.3537, 0.808563, 0.973545
0.920111, 1.7832, 0.473096, 0.899722
1.25751, 0.195803, 1.2475, 1.12799
0.770884, 0.779937, 1.62687, 0.906916
0.617482, 0.635997, 0.868269, 0.962366
0.533405, 0.404903, 1.28138, 1.1953
0.132141, 0.0936519, 0.807218, 1.03777
0.438921, 2.0232, 1.32129, 1.02873
0.0622875, 1.6014, 0.512339, 1.08703
2.77243, 0.194436, 0.880313, 0.893856
1.39868, 0.273251, 0.749658, 1.13845
0.485541, 1.15904, 0.644779, 1.11649
0.809943, 2.75758, 0.873418, 1.10985
0.997107, 0.516582, 1.31854, 0.942517
0.641077, 0.495371, 0.724071, 0.826252
3.21347, 0.34797, 0.551274, 0.971487
0.622962, 0.76012, 0.551819, 1.09467
0.916429, 1.61376, 1.18463, 0.982343
0.408905, 1.19987, 0.410363, 0.978103
0.174791, 0.8463, 0.781285, 1.06783
1.17334, 2.19496, 0.816862, 0.959133
1.83978, 2.5517, 1.11621, 0.983563
1.00742, 1.41138, 1.35876, 0.987324
1.62292, 0.296173, 1.00648, 0.941712
0.347595, 1.62346, 1.12553, 0.796399
3.29973, 2.3548, 0.856445, 1.04341
0.289554, 1.70701, 0.910046, 0.882465
1.07364, 1.02566, 0.590272, 0.805526
1.2208, 1.71018, 0.570117, 0.984465
0.484642, 0.338152, 1.12972, 1.05434
1.5142, 0.984332, 0.856591, 1.0121
0.236764, 0.829387, 1.31995, 0.862286
0.14056, 0.838465, 0.80108, 0.952298
0.291303, 0.86465, 0.954486, 1.03647
1.07066, 1.31204, 1.2234, 1.06504
1.14657, 2.5301, 1.22477, 1.11181
0.0747528, 1.14875, 1.27378, 0.875144
0.159398, 1.21312, 0.871873, 1.00463
0.195376, 1.40921, 0.603761, 0.907375
0.543106, 1.30541, 0.94042, 1.02839
3.70479, 0.206958, 1.06696, 1.17506
2.57043, 0.997675, 1.21395, 1.03025
0.33194, 0.0397809, 1.18847, 1.07998
1.08567, 0.819161, 0.667819, 1.04568
2.7829, 3.65739, 0.91585, 0.903191
0.398975, 0.187975, 1.27505, 0.898687
0.398395, 1.82274, 1.14396, 1.11188
0.843849, 0.608315, 0.850302, 1.00978
0.694639, 0.456735, 0.85812, 1.08591
0.871328, 0.400009, 1.2948, 0.933118
1.86262, 0.317583, 1.40204, 1.03349
1.15229, 1.0975, 1.47592, 0.89987
0.279218, 1.32116, 1.69541, 1.05183
2.01621, 3.1103, 1.1265, 0.920561
0.518793, 1.75221, 0.737719, 1.06065
0.134041, 2.16398, 0.48258, 1.02923
1.61314, 0.626468, 1.07275, 0.950619
0.680556, 0.700848, 1.07717, 0.938858
0.141496, 2.18469, 1.27414, 1.08787
0.159753, 1.66828, 0.623075, 0.967295
1.10458, 0.414243, 1.27538, 1.13488
0.781964, 0.764377, 0.867539, 0.94576
1.06411, 1.81869, 0.66443, 0.956251
0.739147, 2.87225, 1.16233, 1.02454
1.77705, 0.997066, 0.449161, 1.00344
0.734297, 0.56683, 0.510104, 1.12669
0.41076, 0.508071, 0.909982, 1.06093
4.50362, 0.681157, 0.867772, 0.886203
1.09372, 0.303037, 1.71259, 0.988705
0.770209, 0.379401, 0.566255, 0.95528
1.34665, 0.529822, 1.58338, 1.03442
1.85688, 0.207289, 0.714787, 0.901335
0.209262, 0.162365, 1.16977, 1.13632
0.793564, 0.487122, 0.923617, 1.0402
0.18995, 1.63064, 0.72577, 0.952442
0.058544, 0.878949, 0.447849, 0.956058
1.10472, 0.806686, 0.670058, 1.09073
0.545673, 0.744712, 0.989196, 1.03546
0.0488145, 1.36822, 0.856749, 0.904724
0.165802, 0.348205, 1.28317, 0.981804
0.945661, 2.16939, 1.65532, 1.10858
0.18542, 0.50598, 1.32493, 0.864688
0.0586911, 0.923032, 0.928912, 0.845626
1.79929, 0.769275, 0.97423, 0.829784
1.32597, 0.615117, 0.888826, 1.1588
0.221779, 1.57401, 0.656495, 1.17099
3.1923, 0.941958, 1.54836, 1.06813
3.08248, 0.732296, 0.851029, 0.926871
0.970731, 1.00617, 0.87193, 1.00235
0.635844, 0.69083, 0.770657, 0.848073
0.236574, 1.59527, 0.838622, 0.929873
0.256691, 1.30172, 0.652554, 1.10707
0.34744, 1.22255, 1.05829, 1.06113
0.132471, 0.327074, 0.922962, 0.997601
1.40146, 2.7535, 1.19478, 1.16432
5.74495, 0.77863, 0.483746, 1.09755
0.123875, 0.0902414, 0.813789, 0.885319
0.406072, 0.895956, 0.746062, 1.07494
2.48919, 1.70265, 0.43148, 0.916978
0.923095, 0.902935, 0.74719, 0.858626
0.704586, 1.47104, 1.04978, 0.830786
0.669993, 1.00511, 1.64854, 1.11783
0.4929, 0.252057, 1.41792, 0.938022
0.387986, 0.295417, 0.934358, 0.979931
0.487267, 0.859657, 0.719884, 1.0035
1.05341, 0.683432, 1.42455, 0.90319
0.442818, 0.17464, 0.934678, 0.938201
1.21606, 4.15312, 1.07446, 0.919888
1.43744, 0.254544, 0.996323, 0.888656
0.868462, 0.205159, 0.594951, 0.848256
1.29621, 3.93316, 1.06009, 0.973827
0.089977, 0.397421, 1.31118, 0.873161
0.00479013, 0.557637, 1.06408, 0.8835
0.313525, 0.346299, 0.37294, 0.967497
0.626927, 1.74056, 0.933788, 0.963567
0.426289, 1.69751, 1.05437, 1.18144
0.346827, 0.305956, 1.26736, 0.956865
0.467957, 1.17224, 0.893355, 0.922697
2.98793, 2.28149, 1.14041, 0.991629
0.303237, 0.959299, 1.20965, 0.921634
0.494301, 0.7613, 1.38183, 0.877232
0.41638, 0.399281, 1.99589, 1.16596
0.0450283, 0.427256, 0.369373, 1.04466
0.188217, 0.0760244, 1.15168, 0.946212
0.766305, 0.412916, 1.22107, 0.99259
0.423523, 0.874504, 1.22523, 1.05575
2.20753, 0.903821, 1.28546, 1.10789
1.61142, 0.810024, 0.724937, 1.06848
0.489718, 1.61647, 0.839425, 0.963261
0.0703659, 0.506812, 0.897891, 0.792167
0.0347406, 1.32855, 0.843265, 0.796204
1.98661, 1.06985, 0.851047, 1.04651
3.07129, 0.525325, 0.857572, 1.0241
0.0986219, 0.251187, 1.01968, 0.928195
1.42856, 0.517101, 0.940327, 0.834784
0.370619, 0.944525, 1.15691, 0.968672
0.234423, 0.745262, 1.43723, 1.01309
0.796107, 0.391629, 1.03343, 0.930367
0.300995, 0.315309, 1.28557, 1.00628
0.641515, 2.22238, 0.972205, 0.996679
0.389018, 0.425951, 1.80666, 0.895497
0.139106, 0.416853, 0.56173, 0.972168
0.510883, 0.359895, 0.996133, 1.13489
1.04048, 0.88012, 0.87077, 0.905097
0.315791, 1.06347, 0.762565, 0.874547
0.955989, 0.149342, 1.09608, 0.938657
0.258989, 1.60032, 1.31538, 1.00138
0.774959, 0.794158, 1.17744, 1.01761
0.145475, 0.125104, 1.33759, 0.915612
0.431557, 0.401004, 0.72921, 1.15141
0.79172, 2.79577, 0.84948, 0.904191
0.178351, 0.555901, 1.17209, 0.991717
0.0302808, 0.045571, 0.85946, 0.953131
0.182836, 0.904506, 1.17813, 0.876497
1.01296, 1.48419, 0.553028, 0.966947
1.30645, 1.34991, 1.48337, 1.10549
1.46107, 1.65581, 0.660573, 0.882801
0.353639, 1.97396, 1.1758, 1.05213
2.07088, 0.861099, 1.2162, 1.14456
0.868963, 0.322121, 0.835146, 0.985871
1.58771, 0.158511, 1.78357, 1.0734
0.78803, 0.791958, 0.832771, 1.03673
0.129692, 0.404397, 1.07011, 1.08227
1.33901, 1.19359, 1.29221, 0.964349
0.329692, 3.02022, 0.635644, 0.985347
0.371679, 0.472428, 1.24575, 0.832384
0.836723, 0.172471, 0.840772, 0.877471
1.0872, 0.502475, 0.671964, 0.953265
1.07646, 0.820688, 1.33848, 0.844536
4.43955, 1.22469, 1.08527, 1.12234
0.625899, 1.49729, 1.72569, 1.10819
0.0362111, 0.692833, 1.2285, 0.928133
0.426203, 1.02758, 0.402303, 1.08488
0.147226, 0.723638, 0.964719, 0.913481
0.0722366, 1.20902, 1.02501, 0.911447
4.46322, 1.81623, 1.26108, 1.06233
0.196078, 0.83313, 0.824715, 0.860798
0.130102, 0.603828, 0.584976, 1.08696
9.21095, 0.517482, 0.837413, 0.963729
2.78595, 0.137123, 0.718977, 0.993848
1.12379, 0.676645, 0.772148, 1.05661
0.639994, 0.882219, 0.918534, 1.15935
0.334594, 1.82815, 0.71829, 1.34417
0.196831, 1.3177, 1.58093, 1.06393
0.295927, 2.23025, 1.51394, 1.04971
1.66474, 1.02969, 1.07589, 1.0792
0.290082, 0.0926766, 0.805564, 0.958578
0.278705, 1.91777, 0.917796, 0.903897
0.715405, 1.3971, 1.13722, 1.09211
0.234766, 0.102514, 0.517257, 1.01428
4.46938, 0.185157, 1.15956, 0.936423
2.9362, 0.484551, 0.824199, 1.08329
1.48992, 0.816049, 0.646829, 0.929027
0.6632, 5.45862, 1.33753, 0.95729
0.00642527, 0.724431, 0.852507, 1.00797
0.501051, 3.0427, 1.22388, 0.881271
0.394875, 0.293708, 0.836529, 0.86358
3.08555, 2.4344, 0.725173, 1.01947
0.734262, 2.74423, 1.2003, 1.07835
0.318133, 1.5583, 0.787311, 1.03059
3.10586, 0.686894, 0.856665, 1.20193
0.360592, 0.278365, 0.680721, 1.0759
2.50413, 0.951903, 0.453811, 0.879103
1.61985, 2.18016, 0.878448, 1.05087
0.98468, 2.12752, 0.650373, 1.08406
0.883085, 1.69196, 0.727038, 0.982254
2.10716, 0.829007, 0.528675, 0.955622
2.09575, 2.95326, 0.964714, 1.04258
0.19865, 0.547121, 1.34821, 0.826468
0.195203, 0.650788, 0.432436, 1.13242
0.784047, 1.33915, 0.8353, 0.990983
0.777547, 0.767273, 1.31797, 1.04619
3.52447, 0.775161, 0.774153, 1.04534
0.287242, 0.959669, 1.05274, 0.862992
0.360531, 0.365521, 0.769071, 0.902856
6.69812, 0.831899, 0.641275, 1.04039
0.0444136, 2.1869, 1.30743, 0.939179
1.64023, 0.622582, 1.08696, 1.04264
0.277229, 1.24655, 0.874687, 0.94937
0.182678, 1.62261, 1.23114, 1.01214
1.35311, 0.371577, 0.861911, 0.854819
0.318533, 0.706543, 0.915101, 0.870368
0.121854, 0.70565, 1.49238, 1.05286
0.235922, 1.09119, 1.51622, 1.27691
1.49125, 1.90116, 0.65978, 1.06884
0.504713, 1.58602, 1.15836, 0.965294
1.50867, 0.822722, 1.33374, 1.09569
2.26796, 1.43837, 0.879635, 0.919132
4.27958, 0.409708, 1.1855, 1.03676
0.0190411, 0.412213, 0.85334, 1.19455
0.159893, 0.983359, 0.423537, 0.913137
1.25298, 0.439433, 1.06967, 0.974408
1.93595, 0.945597, 1.11565, 1.02401
1.43314, 0.596222, 1.25977, 1.03727
1.027, 0.427853, 0.750018, 0.863622
1.41338, 0.686148, 0.887209, 0.937075
1.28004, 0.506982, 1.12403, 1.07839
0.97101, 1.53967, 1.19988, 1.0062
0.57102, 1.06124, 0.767333, 1.01785
0.202298, 0.610123, 0.944025, 1.00618
1.00496, 1.0253, 1.48591, 1.14376
2.18585, 0.626533, 0.960928, 1.02086
0.116222, 2.54021, 1.61444, 0.959176
1.2159, 0.285295, 0.893755, 1.10875
0.712523, 1.17806, 1.19035, 0.880477
3.18522, 0.327564, 0.945172, 0.924834
4.87734, 0.662303, 0.689189, 1.02287
1.44064, 1.35409, 1.13822, 0.92266
0.05355, 0.968381, 0.897637, 0.964051
2.70377, 0.899178, 0.458318, 0.892525
2.38567, 0.684319, 1.10686, 0.835959
3.16289, 0.741049, 0.596753, 1.09414
1.57877, 0.902008, 0.874252, 1.1397
0.0499983, 0.494426, 0.705386, 0.993808
0.701749, 0.770694, 1.09127, 1.10006
0.477109, 0.429275, 1.45492, 1.14166
0.240255, 0.495714, 1.09745, 0.936971
2.51953, 0.397088, 0.944929, 1.05327
2.74812, 3.32777, 0.681251, 1.11112
0.043631, 1.06126, 0.594261, 1.06531
0.778528, 0.707824, 1.34203, 0.939598
0.373173, 0.354061, 1.221, 0.970057
0.713707, 0.434914, 0.903524, 0.95197
2.33854, 1.69989, 0.54169, 1.00679
0.583033, 1.06484, 1.23511, 0.961713
0.119759, 0.150088, 0.349649, 1.03837
3.93345, 0.702547, 0.814386, 1.10368
0.180654, 1.07101, 1.41331, 0.915859
0.0339702, 0.142727, 1.17701, 1.07594
1.91473, 0.154872, 0.487341, 1.0873
0.33787, 1.46955, 1.61555, 0.979309
0.143487, 0.198866, 0.841102, 0.855009
1.3036, 2.09814, 0.822905, 0.93632
0.305103, 2.9127, 0.477958, 1.13536
0.899371, 0.356698, 0.68892, 0.972578
1.11603, 0.487482, 1.15989, 0.967405
0.397167, 1.51308, 1.04877, 1.02064
0.0693611, 0.563007, 0.947854, 0.864736
0.0350635, 0.94543, 1.77367, 1.00995
1.8585, 0.996778, 0.907987, 1.01031
0.0168799, 0.918562, 1.33373, 0.911791
0.66227, 1.29751, 1.25557, 0.961916
0.471759, 0.623245, 1.68633, 1.03616
0.436892, 0.2622, 0.760894, 1.10086
1.85252, 0.641631, 0.672877, 1.11109
0.571766, 0.722632, 0.940613, 1.09265
0.225325, 0.909177, 1.86889, 1.01895
0.539619, 1.49192, 0.65181, 1.06588
1.00381, 3.47057, 0.814507, 1.00304
0.937916, 0.658934, 1.47054, 0.884844
1.60257, 1.58828, 0.784301, 1.09594
0.400283, 0.236537, 1.0083, 1.14527
1.69945, 0.113267, 1.07909, 0.943009
0.529101, 0.824015, 0.825016, 1.03817
1.69102, 0.351373, 1.00671, 1.30742
1.41727, 0.575696, 0.627495, 1.04984
0.446974, 2.09742, 1.18103, 0.932881
0.392878, 1.44346, 1.22339, 1.0573
0.455225, 2.22447, 0.815212, 0.956096
0.185929, 0.657588, 0.923035, 1.03828
3.02678, 0.693493, 1.03052, 0.996223
1.35359, 1.61767, 0.776279, 0.949522
0.775918, 1.3403, 0.962412, 0.959414
0.385865, 0.247663, 0.836607, 1.04629
0.133466, 0.703495, 0.867511, 0.971003
0.43042, 1.47259, 1.0621, 0.987827
0.616738, 0.642158, 1.31559, 1.06033
1.33551, 0.592143, 1.10935, 1.01457
0.624119, 3.06099, 0.809765, 0.918244
0.644424, 2.20525, 1.39369, 1.03152
1.83094, 2.14868, 1.03653, 0.92263
0.148297, 0.645982, 1.3857, 0.983972
0.0994552, 1.80309, 0.943487, 1.08284
0.257999, 1.02893, 1.55153, 0.891582
0.699064, 1.29932, 1.127, 1.06138
0.0362457, 0.360051, 0.831053, 1.05064
3.78658, 0.327559, 0.64283, 0.915251
0.236503, 1.23985, 1.09941, 0.931661
0.121533, 0.515109, 1.15996, 1.18191
1.39052, 0.159357, 0.708856, 0.749286
0.0768244, 1.4646, 0.522059, 0.883221
0.176913, 1.68535, 1.59735, 0.975732
0.224914, 0.331566, 0.480865, 0.871805
0.0556129, 0.584461, 0.865012, 1.04053
0.20633, 0.340005, 0.78703, 1.0228
2.90251, 1.43802, 0.732775, 1.01898
2.71653, 0.30588, 0.647901, 1.06603
2.02125, 1.40133, 1.62836, 0.942503
0.752655, 0.656435, 1.56451, 0.898804
0.733371, 1.05028, 1.34485, 0.986277
0.934562, 1.1642, 1.62071, 1.03907
0.306648, 1.65419, 1.24066, 1.01394
0.101778, 1.28051, 0.877105, 0.881179
0.0526375, 1.36569, 0.756818, 1.04616
0.991384, 0.433874, 1.61862, 0.881409
0.626244, 0.802123, 1.58278, 0.814736
0.367838, 0.38416, 1.42733, 0.923004
0.368723, 1.87147, 1.16346, 1.17964
0.600764, 1.77567, 1.34976, 1.04193
0.0234656, 0.905756, 1.47266, 0.978086
1.39881, 1.38502, 0.635271, 1.01621
0.864325, 0.907073, 0.759268, 0.91899
0.488676, 0.214559, 0.735304, 1.03673
2.00258, 0.926581, 0.835853, 1.17553
0.193832, 0.168008, 0.734154, 0.966178
0.0644166, 0.657178, 1.23103, 0.899821
1.61591, 0.97998, 0.498746, 1.00682
1.09867, 0.310577, 1.26328, 0.963597
1.91395, 1.51404, 1.16669, 1.27778
0.154459, 0.995574, 0.882882, 1.0507
1.31336, 0.680614, 0.931218, 1.01755
0.0469055, 0.503107, 0.856943, 0.857771
1.05464, 0.731803, 0.801159, 1.03865
0.103828, 0.767391, 0.903675, 0.840837
0.609685, 0.284756, 1.29892, 1.01339
0.782612, 1.34319, 1.02857, 1.09012
0.509112, 0.697728, 1.38733, 0.920021
0.210147, 0.663562, 0.947815, 0.907838
1.64919, 1.91144, 1.45257, 1.01682
0.193593, 0.304414, 1.03146, 0.888898
0.356684, 0.128936, 0.926283, 1.18934
0.110009, 0.542436, 0.984458, 0.970061
1.2223, 0.649038, 1.13431, 0.856661
1.06281, 1.00451, 1.47156, 0.94419
1.03188, 0.886484, 1.35278, 0.793908
0.458231, 1.87104, 0.642017, 1.0798
0.268615, 0.313614, 1.06182, 0.849967
2.95562, 0.203456, 1.41053, 0.858732
1.039, 3.51669, 0.763591, 1.01868
0.572582, 1.63276, 1.36247, 0.970667
0.058732, 0.677117, 1.11232, 0.907311
2.48727, 1.24819, 1.01216, 0.886697
3.0053, 1.10735, 0.499294, 0.925892
0.165851, 0.183735, 1.50728, 0.987813
0.610516, 0.949778, 1.16176, 0.989998
2.10333, 1.45177, 0.743233, 1.23203
0.168721, 0.774962, 0.780948, 1.29225
0.469815, 0.511303, 0.591733, 1.13495
0.4946, 0.240757, 0.773541, 1.20704
0.387509, 0.967115, 0.637806, 1.02477
2.74934, 0.34411, 0.957276, 0.963326
